name,name:ka,name:en,name:ru
ურეხის ქუჩა,ურეხის ქუჩა,Urekhi Street,улица Урехи
ურეხის შესახვევი,ურეხის შესახვევი,Urekhi Lane,переулок Урехи
ურეხის ჩიხი,ურეხის ჩიხი,Urekhi Dead End,тупик Урехи
უსუფ ფაღავას ქუჩა,უსუფ ფაღავას ქუჩა,Iusup Paghava Street,улица Юсупа Пагава
უფლისციხეს ქუჩა,უფლისციხეს ქუჩა,Uplistsikhe Street,улица Уплисцихе
უშანგი სოპრომაძის ქუჩა,უშანგი სოპრომაძის ქუჩა,Ushangi Sopromadze Street,улица Ушанги Сопромадзе
უშანგი სოფრომაძის I შესახვევი,უშანგი სოფრომაძის I შესახვევი,Ushangi Sopromadze 1st Lane,1-й переулок Ушанги Сопромадзе
უშანგი სოფრომაძის II შესახვევი,უშანგი სოფრომაძის II შესახვევი,Ushangi Sopromadze 2nd Lane,2-й переулок Ушанги Сопромадзе
უშანგი ჩხეიძის ქუჩა,უშანგი ჩხეიძის ქუჩა,Ushangi Chkheidze Street,улица Ушанги Чхеидзе
უშბას I ჩიხი,უშბას I ჩიხი,Ushba 1st Dead End,1-й тупик Ушба
უშბას ქუჩა,უშბას ქუჩა,Ushba Street,улица Ушба
უჩა ჯაფარიძის ქუჩა,უჩა ჯაფარიძის ქუჩა,Ucha Jafaridze Street,улица Уча Джафаридзе
უცნობ გმირთა ქუჩა,უცნობ გმირთა ქუჩა,Utsnob Gmirta Street,улица Уцноб Гмирта
უძოს I ჩიხი,უძოს I ჩიხი,Udzo 1st Dead End,1-й тупик Удзо
უძოს II ჩიხი,უძოს II ჩიხი,Udzo 2nd Dead End,2-й тупик Удзо
უძოს ქუჩა,უძოს ქუჩა,Udzo Street,улица Удзо
უწერას I შესახვევი,უწერას I შესახვევი,Utsera 1st Lane,1-й переулок Уцера
უწერას II შესახვევი,უწერას II შესახვევი,Utsera 2nd Lane,2-й переулок Уцера
უწერას ქუჩა,უწერას ქუჩა,Utsera Street,улица Уцера
უჯარმას I შესახვევი,უჯარმას I შესახვევი,Ujarma 1st Lane,1-й переулок Уджарма
უჯარმას II შესახვევი,უჯარმას II შესახვევი,Ujarma 2nd Lane,2-й переулок Уджарма
უჯარმას ქუჩა,უჯარმას ქუჩა,Ujarma Street,улица Уджарма
ფადიკო გოგიტიძის ქუჩა,ფადიკო გოგიტიძის ქუჩა,Fadiko Gogitidze Street,улица Фадико Гогитидзе
ფაზისის ქუჩა,ფაზისის ქუჩა,Pazisi Street,улица Пазиси
ფარავანის III ჩიხი,ფარავანის III ჩიხი,Paravani 3rd Dead End,3-й тупик Паравани
ფარავანის ქუჩა,ფარავანის ქუჩა,Paravani Street,улица Паравани
ფარიხან სოფიევას I შესახვევი,ფარიხან სოფიევას I შესახვევი,Parikhan Sopieva 1st Lane,1-й переулок Парихана Сопиева
ფარიხან სოფიევას III შესახვევი,ფარიხან სოფიევას III შესახვევი,Parikhan Sopieva 3rd Lane,3-й переулок Парихана Сопиева
ფარიხან სოფიევას IV შესახვევი,ფარიხან სოფიევას IV შესახვევი,Parikhan Sopieva 4th Lane,4-й переулок Парихана Сопиева
ფარიხან სოფიევას ქუჩა,ფარიხან სოფიევას ქუჩა,Parikhan Sopieva Street,улица Парихана Сопиева
ფარნავაზ მეფის I ჩიხი,ფარნავაზ მეფის I ჩიხი,Parnavaz Mepe 1st Dead End,1-й тупик Парнаваз Мепе
